H	充满正能量。
H	遇见你不容易
H	还是记忆里的那个感觉啊能在电影院体验一次真的太美好了
H	真的看了无数遍还是很喜欢！！！！
H	好看，终于上映了，等这一天等了不知道多少年了，还是以前老版的配音好听，新版配音真的是难听到爆，哪像个孩子的声音，毁童年，这10分给经典，如果打0分，那就是给配音
H	经典就是经典，故事永远清新而不落俗套！
H	还是小时候的味道  一直都在
H	完美，还了宫崎骏一张门票
H	“放心吧，你一定可以做得到的。”童年的回忆，笔芯。大爱
H	童年的回忆，希望有“千寻”不忘初心的美好，做个快乐的自己！
H	在这个满是风雨的世间:每一个千寻都需要一个白龙；而每一个白龙都应该有自己的千寻。在成长的过程中，多是无人营救的，必须独自处理工作，经营爱情。谢谢你，千寻。
H	十几年前用VCD看，十几年后在影院看，旁边的人在影片开始5秒就哭了，情怀啊情怀，真是神奇的东西。
L	<。)#)))≦
H	以前一直不懂无脸男这个角色，今天看完只觉得自己就是那可悲的无脸男，不善言辞的走到哪都被排挤，只因为小千稍微对它流露出的温暖，就掏心掏肺的付出只想得到更多的温柔。
H	很温暖      
H	我们每一个人成长过程中都会有些遗憾的人和事，千寻一个人在陌生的世界，面对着那么多冷漠的人，她从开始的胆怯变得慢慢坚强，她用爱感染了所有人，而所有人也都在默默的爱护着她，千寻笨头笨脑，做事毫无逻辑，但是她却有颗善良温暖的心，这也是我一直追求的（所以我感觉我人缘还不错，哈哈，会有那么多爱我的人，真的谢谢你们）千寻坐着的那趟列车，到了站台，就会有人下车，也会有新的人上车，没有朋友会一直陪你走下去，未来的路还要自己坚定的走。电影中也说到了不要回头，确实，人生就是一趟有去无回的列车，我们只能勇敢的走下去，不要留恋，而要努力去寻找。
H	。。。。。。
H	比想象中的好看！没想到这部电影居然有这么大的力量，让我从一开始就沉浸其中！这就是宫崎骏的手笔吗，太厉害了
H	无论看多少遍，还是觉得好温柔阿，千寻和小白龙的爱情真好
H	身在汤屋中，不与汤婆婆抗衡，不与无脸男纠缠，远离猪队友，多像锅炉爷爷学习，多结交白龙一样的朋友，然后向前走，不回头！
H	还是那个熟悉的感动😭😭😭
H	真正的艺术品就是每一个人每一次看都能得到不一样的感动，也可以认识到不同的自己。大人的做法可能各不相同，然而成长只是一路向前不能回头。
H	看了十几遍了，希望下一部电影是移动城堡。
H	虽然看过几次但每次看都有新的感悟，人长大了，思想也杂了，在迷惘的时候想想当初的初心，保持着心中的那一份赤子之心
M	跟之前的一样，还说谁谁谁配音，没有配音，就是原因日本的
H	电影特别好看，但是场内太吵了，好像儿童剧场，我觉得千与千寻不是儿童剧场（个人意见）
H	经典，巨经典，吹爆
H	跟男朋友第一次看的电影，很赞
H	最爱的一部电影，童年，特地带让我儿子一起看安利一下**妈最爱的电影，哈哈哈
H	还可以，还不错
H	重温  感动  好看   不厌
M	已经看过了以为第二部又去看了一次。哈哈哈哈，无语
H	看到《绝杀慕尼黑》9.6分的时候，心里惊讶想着找时间去看。看到《千与千寻》才9.6分的时候我快把手机气砸了谢谢。文革使中国国民素质下降不是白说说的……
H	好看，完美，经典
H	还不错哦，主要是陪妹子去看的
H	好喜欢宫崎骏的画风啊！
H	真的又是一次回忆！千寻依旧那么可爱，执着，坚强，善良，体贴，热心；白龙还是那么勇敢，善良，还有汤婆婆的宝宝真是太可爱了吧！真是好喜欢！感觉又是一次截然不同的感受！看一遍就有不同的感受！
H	还是那种感受，感谢千寻的坚强，白龙的守护，无脸男的陪伴
H	电影没得说，重点是我以前看过了，看介绍剧情都是一样的，打电话问前台问是不是以前的那个，前台说不是，是新拍的。去了之后刚开始就看出来了是以前看过的，花了钱看了已经看过的电影，心情很不爽。
H	完美 音乐剧情
H	不要再吃了，会被杀掉的！
H	值得一看，寻找我们内心想要成为的那个人，寻找我们内心弄丢的那个人。做一个勇敢，爱的女子！
H	童年最深的回忆，大学时重温了一遍，毕业多年在大屏幕上观看又有不一样的感受！！超级喜欢，还会看很多遍。
H	喜欢里面的画面，每个画面都感觉精致，配合同步的背景音乐，完美！
H	多少年以后再看仍然感动
H	带有回忆的电影是美好的
H	看了很多次还是很感动呀。满满的120分钟都是惊喜
H	看哭了。年龄大了。
H	第一次看千与千寻是很多年前，那时只是一味喜欢宫崎骏的动画而去的，后来有了儿子，介绍给儿子看，那只不过是说故事看画面罢了。如今十几年后我再次看这部电影觉得为啥那么现实那么心酸那么无奈呢。我们的成长就是丢失自己的过程，那么我们可曾忘了最初的自己，又如何让自己让孩子成为更好的自己呢。贪婪，食欲，孤独…太多太多看着看着就泪流满面了，如果可以纯真的去爱去付出去成长未尝不是件好事吧！
H	以前就看过一遍，现在看又是不一样的感觉
H	好看！
H	相当温馨与感动啊。
H	一定满分，每一次看都会有不一样的感受，但是第一次在电影院看宫崎峻先生的作品，真的感觉好赞哦，每一幕都是满满的回忆，满满的爱，喜欢千寻的善良，努力，喜欢白龙的付出，喜欢锅炉爷爷的可爱，喜欢小玲的仗义，
H	好多年没有看过了，小时候看的时候只觉得好看，现在看起来才发现有很多没有注意到的地方，这些地方总能告诉人很多道理以及对生活的美好。也不多说什么，毕竟每个人的感悟总是不一样的。以前不知道，后来知道后真的很难想象全部电影都是用画笔铅笔一笔笔画出来的，感谢宫崎骏老爷子画出了这么好的作品。
H	04年的夏天，老师用老式的投影仪分三次，为全班播放了这部片子。那个时候我不知道这个片子代表着什么，只是觉得这是部动画片。但是是因为这部片子我才开始学习美术，并且坚持到现在。那段时间我们全班都在讨论这部片子的细节，宝宝用日文怎么说，千寻用日文怎么说。今天约了几个小学同学去重温这部片子，那年夏天，感谢有这部片子，谢谢宫崎骏老先生。
H	日语原版听的不出戏
H	还是和小时候看的感觉一样，做一个温暖的人。
H	好看！！！！
H	这部影片是我重重复复看过最多次的电影，从最初的翻版ⅤCD碟DⅤD碟到电脑下栽到电影，不下十几次，每一次看还是那么兴致勃勃，那么喜欢。
H	看之前说实话以为千与千寻出了第二季。满怀期待的到影院来着。结果一开始播出，第一感觉就是咋这么熟悉呢。看到后来，啊，原来不是出了第二季而是重新上映了。那时候真心想走来着。可是毕竟还是穷。就看下去了。虽然说是重新上映吧。不过。又是一种新的体验吧。（劝那些和我一样以为出了第二季的小可爱们不要那啥哈 ）
H	非常的好看嗷
H	光是看评论都能看哭的我，更何况还是在电影院里回到过去还是懵懵懂懂时看的情形，真的很喜欢这部作品，值得我们去深思，去观看。
H	就算是变成煤渣也有好好工作啊！有同伴真是幸福啊。
H	还是很好看的。宫崎骏真的不亏动漫之神了。
H	重温。新的感悟。
H	不错的电影！
H	好看，这是第二次看
H	这就是我的童年！！！
H	虽然看了无数遍，但是电影院是一个情怀
H	超级好看第一次看
H	很有感觉，日语的个人也比较喜欢
H	好可爱哦。。
H	童年的回忆，经典无法被超越！
H	经典！百看不厌！
H	童年第一男神白龙呜呜呜呜呜呜！许愿哈尔的移动城堡能重映！
H	大荧幕上看的感觉更棒，感谢这次能够引进上映
H	宫崎骏老爷爷的作品是真的深入人心❤️
H	我看的是原声哦，超棒的
H	仔仔细细认认真真，没有落下任何一个镜头没落下任何一句话，在千寻身上看到了自己的影子。她大声呼喊父母，她奋力求生，她勇敢救白龙，顺带帮无脸男找回自己……都有自己的影子，学会爱，然后走下去
H	反正白龙说了，他和千寻一定会再见面的，一定会！
H	挺好看(｡･ω･｡)ﾉ♡宫崎骏的动漫场景，总是让人向往
H	好奇心害死人，贪吃的爸妈，可苦了女儿千寻，这总结了一个道理，就是有一个小棉袄的好处😂 😂 😂 😂 
H	很不错，从小喜欢的电影，这次配音也没有失望
H	与神交错而发光的少女✨
H	童年的回忆……长大了再看一遍就是不同的体悟了
M	电影是好电影 但是中文配音太违和了 配角的配音都不错 主角分分钟出戏
H	初次观看，挺有教育意义。。。
H	宫崎骏的作品总是带来纯真，爱与成长
H	经典！画面、音乐、故事情节都太美了。
H	《千与千寻》，值得所有等待！🎶 音乐一响起就是满满的回忆，温暖，治愈，感动！
H	超喜欢，这是部无论看多少遍都还是很好很精彩的动画，里面有些画面现在来看依然很感人，反映的细节问题值得推敲。之前都是在手机上看的，这次在影院上映，果断买票上影院观看，观影效果还是很不错的，支持支持！另外，真希望哈尔的移动城堡也能在影院上映😄 
H	好看就完事了
M	一般叭，不太喜欢宫崎骏，但还是要给他补张票
H	挺好看的 不错…
H	真的是我的一个情结了爱了十几年
H	理解理解，致童年。
H	嗯，看了很多遍，现在去影院虽然没有了第一次看时的期待，但是又让我多了一次思考
H	完美，日本动画电影的巅峰之作！
H	童年补票，感谢陪伴❤ 
H	挺好看的一部电影
H	今天带着我的孩子去看了我喜欢的动画片儿，一如既往地好看，千寻！
H	童年回忆 超爱
H	白龙 爱了
H	剧中渗透着各种令人深思的细节，对河神的误解、小白龙忘记名字、宝宝对外界的理解，无面男的孤单等等。在热爱中体会和理解并且使自己升华，比寡淡的的言语训斥更加有效率。最后，小白龙真帅！！！！
H	完美的体验，
H	我:一般 看了亿遍就不想看了
H	第一次看这电影是在小学时候    看了这么多遍   其实已经不单单是冲着剧情去的  宫老爷子的电影全看过   每一部都会给人很不一样的感受    温暖  善良  友爱  亲情   爱情     很干净的电影     希望所有作品都可以在中国上映    爸爸妈妈可以带小孩子去看   会教会孩子很多   值得一看的好电影  
H	还是一样的感动和精彩
L	就是以前一模一样，无奈了
H	儿时看过，残留的记忆一直心心念念到今天。想说的很多，片中的许多场景都令我感动不己，当音乐响起，恍然间又已泪目。仿佛听到白龙在我耳边说，往前走，别回头。
H	曾经发生的事情不可能忘记，只是想不起来而已——千与千寻
H	小时候真的只是当动画片看了，如今二十多岁也算经历过社会有故事的人，先说宫崎骏的作品创造思维真的太强大了，到如今来看这部剧，有很多点直到如今都很多科幻剧所不能媲美的，这个作品背后那个年代的社会现状，用他的线串着整部剧想表达的东西，在日本那个工业时代，应该说所有资本主义国家背后的工业时代社会现状，而这条线用不忘记自己的名字，来告诉我们，社会的节奏太快，在这样一个充满金钱欲望的世界里活着，不要忘了自己的名字，不要忘了自己是个人，有亲情，有爱
H	好看(｡･ω･｡)ﾉ♡
H	劇場で見れてマジ良かった
H	好 很好 非常好
H	感谢宫崎骏先生让我充满爱与希望，小时候第一次看《千与千寻》只是单纯的被千寻与白龙之的爱感动，时隔多年再一次在大荧幕重温，再次被老先生想传达的所感动，尽管这个世界充满了欲望与污染，可老先生却始终保持着对这个世界的热情与热爱，谢谢您[爱心]
H	十八年之约[心]
H	一部完全看不懂的动画电影，却又莫名的有些感触，有痛苦也有眷恋
H	VIP可以，孩子一直念着要看的电影，不错
H	满满都是回忆啊～
H	带我又回忆了一次童年，真的很美好。成长带来的改变，友谊带来的力量，还有为了另一个人奋不顾身的决心，这才是生命的意义和价值，这才是最值得被歌颂的主题，宫崎骏笔下的世界太美好了，我想去钱婆婆的小屋住几天~
H	挺不错的呀。嘤嘤嘤
H	原来是重放配音
H	不浪费我花钱花时间去电影院看第四遍
H	还不错。挺推荐的
H	童年补票，感谢陪伴❤️❤️❤️
H	童年的回忆，宫崎骏爷爷的作品是心头爱
H	非常完美！宫崎骏的制作是必须要看滴。
H	别吃太胖，不然会被吃掉的
H	宫崎骏的动画细腻富有创意，人性刻画、剧情时空巧妙，人物造型很可爱，值得看！
H	因为着急看点映只能看日语原版，不过故事算是真正的看完了，用天真善良对比社会的贪婪自私，而最直接的就是无脸男，最开始他是一个善良的角色，但因为到了汤屋（社会）之后，受到了金钱和食物的蛊惑，变成了一个可以吃掉任何东西，变成金钱的怪物。在他的观念里面金钱和食物，能换区他想要的东西（这招在汤屋里面很行得通）。
H	经典永不褪色。
H	好看，很快就看完了
H	虽然看过很多遍了，但是主题曲一响，
H	太爱宫崎骏动漫了！！！每一部！荻野千寻，赈早见琥珀川❤️
H	大屏真棒  还是童年的样子   希望有一天哈尔的移动城堡和天空之城也能重映
H	第二次看，加深理解
H	重温了一遍.
H	美很美很美🐸👍👍
H	真的很好看。宫崎骏的动漫好治愈。
H	完美。。。。。
H	8分都是给宫崎骏。那些配音真的好难听。
H	挺不错的！！！让我感觉和其它动漫电影不一样
H	小学的时候租碟子看了好几遍，后来电视上也看过几次，童年啊
H	宫崎骏的电影，必须是满分，陪伴了我成长的宫崎骏爷爷，创造了太多太多有意义的东西，希望这一个系列都可以上映
H	全场我和我的小女朋友，很安静，很入戏，很美，很好看。
H	这已经不知道是第多少次看了，第一次大荧幕看画质很棒，为了看原声，特地跑离家远的看的。不好的就是身边人太聒噪，要是可以工作日看，估计会很幸福吧！
H	满满的回忆，全是温暖的感动
H	巨爱！！！:D
H	有生之年希望能补齐所有宫老的电影票！
L	跟原来一样，以为剧情不一样才去看的，没意思
H	还不错鸭嘻嘻
L	这不跟以前的千与千寻内容一样么
L	就是把之前的片子拿出来又放一遍  而且也不是什么国语版的   就是日语的  一模一样的剧情   还以为是第二部  结果就是第一部拿到电影院再放一遍   真的是无语  骗钱   
H	看个电影哭了好几次
H	等了好久 好看 影片很特别  👍
H	一种回忆吧，剧情单纯感人，有点点诙谐。总之我喜欢，
L	原谅我，剧情肯定是最好的，不过不是新上映的，伤感，感觉被骗了
H	完美演绎，完美
H	恩 真的可以的
H	看的是情怀。
H	第二次看还是一样的感觉
H	情怀 童年
H	成人童话 千与千寻 
H	正！看了超多次，再看还是感觉很有意思！抵佢票房大收
H	夏至，重回「千与千寻」那场梦。|2019夏至之夜，坐在电影院里通过大荧幕观看，补充了很多的细节，感受也更丰沛。
H	像梦一样，又回到了以前
H	小时候当动画片看
L	没有日文原声吗？
H	还是那么经典 每一次看都有不一样的体会
H	牛逼6666
H	看着像用蜡笔画出的风景，无比的温暖
H	从一开始有些任性、有些淘气的女孩，成长为一个负责任、有担当的大人。
H	真的太好看了我哭，男主好帅好暖啊啊！
H	《千与千寻》是我看的第一部日漫，也是看过的最好看、最经典的日漫之一，记得第一次看还是上幼儿园的时候，没想到18年后的今天能在电影院里看，而且刚好还是我生日的这一天上映，真是最好的生日礼物，期待《天空之城》《哈尔的移动城堡》和《幽灵公主》也能够在电影院重映，如果有和我一样想法的人就点个赞吧
H	童年的记忆😄 
H	影片的末尾，千寻、无脸男、钱婆婆以及被变化的仓鼠和小苍蝇坐在屋子里喝茶，织毛衣，这也许是我长这么大觉得最最温暖的时刻。小时候很想很想钻到动画里去，过上那样的生活。画里天是蓝的，水是透明的，人心总是好的，风再大吹到身上也是柔软的。现在长大了，我仍然很想很想钻到动画里去。
H	重温:不可言喻、不可思议
H	很棒的电影，我好羡慕千寻身边都是温柔的人，他们都有自己想要保护的人，即使“我只能陪你到这了，剩下的路要你自己走下去了”，蛮有感触，棒
L	今年被日本动画片的高分连续骗了三次，终于可以死心了。只要是小孩是主角的，都不建议成年人去看，太幼稚了。平淡简单率真，确实无聊。
H	有些人，在你说了再见之后，就真的再也不见
H	你若安好便是晴天。你若不好。天天都是下雨天。努力和回报都是成正比的。信念是你达成目标的重要基石。没了它。你什么事情也成不了。虽然看的有点懵懂。随之时间的推移。总能明白很多道理。
H	白龙的名字叫琥珀川，这是有生之年系列呐，太好了，能在电影院看到自己喜欢的电影
H	爱的美丽。人的真情
H	电影值得看，满分，原来很早看过，童年的记忆，这次和媳妇一起看，回忆满满
H	小时候一直觉得白龙是女孩
H	是小时候绝对看不懂的回味
H	宫崎骏的动漫 一级棒
H	超级喜欢 😘
H	电影很好看，她也是
H	电影十分好看。
H	光是开头音乐想起都快要流泪了。千寻，永远记得你的名字，勇敢向前，不要回头。
H	人永远不会知道，谁哪次不经意的跟你说了再见之后，真的就没有再见了。依然相信童话也坦然接受现实🧡
L	这是真人版吗动画版哦
H	虽然是好多年前的电影但是依然很爱你去电影院看感觉很不错
H	第二次看这个电影了，每次看感受都不一样，看完会给人很多能量。
H	还是一样百看不厌 大爱😘😘😘😘😘😘
H	剧情还是那样，十多年过去了，看着看着就流下了泪水
M	这个周冬雨的配音真是煞风景
H	非常喜欢。这美好的画面
H	之前已经看过了，没想到又花 20在大影院看电影看的第三次了，仅仅因为配音，就在电影院上映了，呵呵（｡ӧ◡ӧ｡）之前还以为是真人版演的那。看就看了，反正宫崎骏动漫都看过！！！
H	好好看的，五星
H	宫崎骏爷爷的作品总是充满了童心，几乎每部都堪称经典，温暖的正能量融入在每个细小的动作表情，甚至是台词中。让人觉得一切都是有希望的，一切都是美好的。也许这就是治愈系的魔力吧，我每次生病时都喜欢看一遍“魔女宅急便”，就算只能静静地躺着，也能觉得自己飞行了好多城市，还有很多事情等着我去做……不能垮下去我要快点好起来，果然不久，嗖…满血复活了😜
H	记住名字很重要！世上没有什么事会忘记只是暂时想不起来！
H	这部确实是最高级别的艺术，没有之一。
L	浪费钱，就是日语版的，根本没有什么周冬雨配音
H	看多少次都不会腻。画面很美，很温馨，小细节也很有趣。超赞。
H	喜欢！每次看宫崎骏的电影，我谈不上看出什么人生解析，但是每次看，我都能想起年少读书那些时光那些人，以及已经渐行渐远渐无书的亲。
H	挺好看的。不错的日本动画片。
H	很多年了，终于在电影院看到了。还是很有感触！
H	毫无疑问的十分，太牛逼了，经典看多少遍都不会够
H	无论看多少遍，千寻都是原来的样子，欠了好久的电影票，终于还了❤️
H	看完后便会情不自禁地打出满分的作品。
H	第一次在大银幕上看这部作品，视觉效果真的很棒，画面很美，满满的都是回忆
H	非常好
H	好看，，，，，，，
H	以前看是魔幻动画片，现在不一样了。“你不知道吗？那是爱。”
H	把以前没看懂的仔细在看一遍，也给自己补了电影票。
H	剧情bgm人物都完美没理由不给满分
